Price,Close,High,Low,Open,Volume,Return,Volatility,Volume_Change,MA_5,MA_10,MA_20,MA_30,OBV
2015-02-13,62.19575119018555,62.56190233298274,60.463968099886166,60.61240816047828,5107000.0,0.025954939074450678,0.02040306043691677,-3.364365728125951,59.312086486816405,58.68171768188476,57.877181434631346,57.59646797180176,21598700.0
2015-02-17,61.42387008666992,61.95824975873556,61.1863705268546,61.92856325750551,3447200.0,-0.012410511791317136,0.02020624615292608,-32.5004895241825,60.12157135009765,59.155731201171875,58.145854759216306,57.68981908162435,18151500.0
2015-02-18,62.34419250488281,62.34419250488281,61.64158425725339,61.75043980054565,2534300.0,0.014983139566333126,0.02028247336272916,-26.4823624970991,60.95480651855469,59.5901611328125,58.42838249206543,57.84914309183757,20685800.0
2015-02-19,62.15616989135742,62.37387719663337,61.36449460857661,61.938458811093945,2320900.0,-0.0030158801641494426,0.020350579463247826,-8.420471136013886,61.74845733642578,59.96818466186524,58.6807279586792,58.03419647216797,18364900.0
2015-02-20,63.07649230957031,63.08638655234864,61.85929282351229,62.12648267837958,3473800.0,0.014806614046868116,0.020482497004171783,49.67469516135983,62.239295196533206,60.411521911621094,58.96474075317383,58.25883356730143,21838700.0
2015-02-23,61.92856597900391,62.77961050989396,61.72074913629853,62.48273415958463,4671400.0,-0.01819895635496882,0.02106518592148604,34.47521446254822,62.185858154296874,60.74897232055664,59.16067962646484,58.390449142456056,17167300.0
2015-02-24,61.28532791137695,61.93845736189836,60.90928253835329,61.92856311983948,5481700.0,-0.010386774785727138,0.020916072399026812,17.345977651239465,62.15814971923828,61.13986053466797,59.26706047058106,58.51480763753255,11685600.0
2015-02-25,62.21554946899414,62.39367604894257,61.24575129760155,61.285335820920736,7634000.0,0.015178536026801748,0.019365519758939333,39.26336720360473,62.13242111206055,61.543613815307616,59.518416786193846,58.68435757954915,19319600.0
2015-02-26,69.50881958007812,70.26091031148981,68.28172973933516,69.29110850914516,20370800.0,0.11722584102096012,0.030767060960925224,166.84307047419438,63.60295104980469,62.67570419311524,60.20568695068359,59.08909962972005,39690400.0
2015-02-27,68.65778350830078,69.67706802573585,68.29163986949088,69.12289223325223,8289500.0,-0.012243569620642214,0.03084233587588465,-59.306949162526756,64.71920928955078,63.47925224304199,60.76381607055664,59.48922424316406,31400900.0
2015-03-02,67.74735260009766,68.08381723587244,65.97598501610022,66.67859323936597,8124800.0,-0.013260417998973928,0.030042747329507357,-1.9868508353941716,65.88296661376953,64.0344123840332,61.35806503295898,59.929591751098634,23276100.0
2015-03-03,66.2530746459961,67.66818922823948,66.01557506260559,67.35152060039361,4945600.0,-0.022056625045144718,0.030859549494756833,-39.12957857424183,66.87651596069335,64.51733283996582,61.836532020568846,60.26968078613281,18330500.0
2015-03-04,64.2046127319336,65.70879414062036,64.04628221784651,65.68899810762544,9121300.0,-0.03091874490365698,0.03183723955548124,84.43262698155935,67.27432861328126,64.7033748626709,62.1467679977417,60.520046615600585,9209200.0
2015-03-05,64.90723419189453,65.37234291282658,64.08587985384057,64.44213302093847,3925200.0,0.010943473218887112,0.031859709938881896,-56.966660454101934,66.35401153564453,64.97848129272461,62.47333297729492,60.77997907002767,13134400.0
2015-03-06,63.887962341308594,65.25360210769689,63.61087820029549,64.50151118924947,3861800.0,-0.01570351692343752,0.032220587062099924,-1.6152043207989353,65.4000473022461,65.05962829589843,62.735575103759764,60.99636993408203,9272600.0
2015-03-09,64.79837799072266,64.98639501903438,63.65044958640888,64.07597372939071,4567800.0,0.014250190740946689,0.032251721952785285,18.28163032782639,64.8102523803711,65.34660949707032,63.047790908813475,61.22265625,13840400.0
2015-03-10,63.09627914428711,64.28378832096496,63.09627914428711,64.10566175571391,3941700.0,-0.026267615011586254,0.032537633170188096,-13.70681728622094,64.1788932800293,65.52770462036133,63.33378257751465,61.35394185384114,9898700.0
2015-03-11,63.0171127319336,63.82857650331,62.98742622992806,63.33378133661768,3374100.0,-0.0012546922485313639,0.03250077927852881,-14.39987822513129,63.941393280029295,65.60786094665528,63.575737380981444,61.548231506347655,6524600.0
2015-03-12,64.27389526367188,64.66973294477503,62.99732648083937,62.99732648083937,3809500.0,0.01994351180582421,0.03266306849189315,12.90418185590232,63.81472549438477,65.08436851501465,63.88003635406494,61.83191413879395,10334100.0
2015-03-13,63.927520751953125,64.73898435482721,63.23481068241678,64.13533377281402,3248000.0,-0.005389038742677932,0.031584926249165715,-14.739467121669513,63.82263717651367,64.61134223937988,64.04529724121093,62.046324793497725,7086100.0
2015-03-16,65.73848724365234,65.77807176364404,64.23431323384385,64.27389020386035,4538900.0,0.028328433050391455,0.03167960075666161,39.744458128078804,64.0106590270996,64.41045570373535,64.22243404388428,62.37552858988444,11625000.0
2015-03-17,66.8468246459961,66.85671511254978,65.19420318461904,65.27337221689538,5594700.0,0.016859794753655066,0.03159512749182458,23.26114256758245,64.76076812744141,64.46983070373535,64.49358177185059,62.714298248291016,17219700.0
2015-03-18,67.83642578125,68.22236543803811,66.05516001916976,66.34214214472578,5576600.0,0.014804011117873994,0.03159208167135084,-0.3235204747350173,65.7246307373047,64.833012008667,64.76819343566895,63.04218266805013,22796300.0
2015-03-19,68.16297912597656,68.23225014698973,67.39109987755134,67.5890224732854,3883100.0,0.004813834764519909,0.03154013656859677,-30.367966144245596,66.50244750976563,65.1585865020752,65.0685338973999,63.368417485555014,26679400.0
2015-03-20,66.9853744506836,69.16247024109856,66.58953679334215,68.46976000323252,8649500.0,-0.017276308788038097,0.031833574288428694,122.74728953671037,67.11401824951172,65.4683277130127,65.26397800445557,63.64649264017741,18029900.0
2015-03-23,66.9556884765625,67.54944119227751,66.67859682925179,66.99526544763148,3659000.0,-0.0004431709811960616,0.03144265771516972,-57.69697670385572,67.35745849609376,65.68405876159667,65.5153341293335,63.92654685974121,14370900.0
2015-03-24,66.66870880126953,67.1239194849757,66.55985325190765,66.97547941312081,3216100.0,-0.004286113425499671,0.03132145137468443,-12.10440010931949,67.32183532714843,66.04130172729492,65.78450317382813,64.23628896077474,11154800.0
2015-03-25,65.09524536132812,66.63900373354163,64.84784779911574,66.59942676756513,4030100.0,-0.023601228645835803,0.031832358877235685,25.31015826622307,66.77359924316406,66.24911499023438,65.92848796844483,64.46686325073242,7124700.0
